audio_filepath,tempo,genre,duration
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00021-2.wav,189.53,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00022-1.wav,199.17,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00022-2.wav,199.17,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00023-1.wav,74.8,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00023-2.wav,74.8,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00024-1.wav,147.07,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00024-2.wav,147.07,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00025-1.wav,103.65,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00025-2.wav,103.65,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00026-1.wav,112.6,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00026-2.wav,112.6,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00027-1.wav,149.74,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00028-1.wav,137.74,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00028-2.wav,137.74,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00029-1.wav,126.28,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00029-2.wav,126.28,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00030-1.wav,115.75,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00030-2.wav,115.75,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00031-1.wav,120.46,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00031-2.wav,120.46,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00032-1.wav,92.97,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00032-2.wav,92.97,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00033-1.wav,117.09,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00033-2.wav,117.09,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00034-1.wav,68.78,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00034-2.wav,68.78,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00035-1.wav,131.02,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00035-2.wav,131.02,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00036-1.wav,67.36,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00036-2.wav,67.36,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00037-1.wav,128.11,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00037-2.wav,128.11,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00038-1.wav,66.35,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00039-1.wav,144.44,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00039-2.wav,144.44,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00040-1.wav,96.4,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00040-2.wav,96.4,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00041-1.wav,117.5,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00041-2.wav,117.5,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00042-1.wav,80.63,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00042-2.wav,80.63,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00043-1.wav,175.83,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00043-2.wav,175.83,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00044-1.wav,93.61,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00044-2.wav,93.61,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00045-1.wav,75.69,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00045-2.wav,75.69,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00046-1.wav,101.44,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00046-2.wav,101.44,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00047-1.wav,110.04,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00047-2.wav,110.04,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00048-1.wav,130.93,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00048-2.wav,130.93,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00049-1.wav,83.76,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00049-2.wav,83.76,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00050-1.wav,124.51,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00050-2.wav,124.51,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00051-1.wav,88.12,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00051-2.wav,88.12,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00052-1.wav,97.03,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00052-2.wav,97.03,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00053-1.wav,119.74,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00053-2.wav,119.74,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00054-1.wav,109.01,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00054-2.wav,109.01,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00055-1.wav,130.76,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00055-2.wav,130.76,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00056-1.wav,138.07,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00056-2.wav,138.07,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00057-1.wav,125.07,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00057-2.wav,125.07,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00058-1.wav,115.44,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00058-2.wav,115.44,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00059-1.wav,116.28,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00059-2.wav,116.28,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00060-1.wav,176.6,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00060-2.wav,176.6,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00061-1.wav,122.23,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00061-2.wav,122.23,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00062-1.wav,124.08,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00062-2.wav,124.08,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00063-1.wav,125.96,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00063-2.wav,125.96,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00064-1.wav,152.49,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00064-2.wav,152.49,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00065-1.wav,62.05,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00065-2.wav,62.05,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00066-1.wav,76.08,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00066-2.wav,76.08,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00067-1.wav,105.39,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00067-2.wav,105.39,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00068-1.wav,125.32,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00068-2.wav,125.32,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00069-1.wav,169.39,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00069-2.wav,169.39,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00070-1.wav,169.08,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00070-2.wav,169.08,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00071-1.wav,112.13,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00071-2.wav,112.13,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00072-1.wav,103.68,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00072-2.wav,103.68,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00073-1.wav,94.15,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00073-2.wav,94.15,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00074-1.wav,112.05,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00074-2.wav,112.05,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00075-1.wav,119.86,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00075-2.wav,119.86,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00076-1.wav,95.95,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00076-2.wav,95.95,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00077-1.wav,108.48,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00077-2.wav,108.48,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00078-1.wav,98.01,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00078-2.wav,98.01,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00079-1.wav,125.14,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00079-2.wav,125.14,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00080-1.wav,118.08,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00080-2.wav,118.08,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00081-1.wav,118.6,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00081-2.wav,118.6,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00082-1.wav,98.09,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00082-2.wav,98.09,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00083-1.wav,121.7,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00083-2.wav,121.7,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00084-1.wav,129.03,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00084-2.wav,129.03,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00085-1.wav,97.48,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00085-2.wav,97.48,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00086-1.wav,131.55,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00086-2.wav,131.55,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00087-1.wav,131.57,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00087-2.wav,131.57,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00088-1.wav,91.84,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00088-2.wav,91.84,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00089-1.wav,109.29,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00089-2.wav,109.29,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00090-1.wav,121.77,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00090-2.wav,121.77,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00091-1.wav,142.88,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00091-2.wav,142.88,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00092-1.wav,131.08,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00092-2.wav,131.08,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00093-1.wav,103.66,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00093-2.wav,103.66,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00094-1.wav,111.49,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00094-2.wav,111.49,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00095-1.wav,102.55,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00095-2.wav,102.55,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00096-1.wav,117.16,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00096-2.wav,117.16,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00097-1.wav,128.27,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00097-2.wav,128.27,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00098-1.wav,110.59,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00098-2.wav,110.59,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00099-1.wav,123.15,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\GTZAN\songs\rock\rock.00099-2.wav,123.15,rock,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\100602-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\100602-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\100604-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\100604-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\101001-1.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\101001-2.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\101003-1.wav,90.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\101003-2.wav,90.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\101004-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\101004-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\101018-1.wav,90.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\101018-2.wav,90.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\101901-1.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\101903-1.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\101902-1.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\102603-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\102603-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\102605-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\102605-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\102602-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\102602-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\102604-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\102604-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104201-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104201-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104203-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104203-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104205-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104205-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104202-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104202-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104204-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104204-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104301-1.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104301-2.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104503-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104503-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104504-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104504-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104701-1.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104701-2.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104703-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104703-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104705-1.wav,81.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104705-2.wav,81.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104702-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104702-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104704-1.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104704-2.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104801-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104801-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104803-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104803-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104805-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104805-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104802-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104802-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104804-1.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104804-2.wav,87.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104901-1.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104901-2.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Waltz\104903-1.wav,84.0,Waltz,<function duration at 0x00000276FCAF1F70>
